GxFtpError	function	https://wiki.genexus.com/commwiki/wiki?8397
GxFtpGet	function	https://wiki.genexus.com/commwiki/wiki?8398
GxFtpPut	function	https://wiki.genexus.com/commwiki/wiki?8400
GxFtpStat	function	https://wiki.genexus.com/commwiki/wiki?8401
GXGetMLi	function	https://wiki.genexus.com/commwiki/wiki?8407
GXMLines	function	https://wiki.genexus.com/commwiki/wiki?8408
Hour	function	https://wiki.genexus.com/commwiki/wiki?8415
iif	function	https://wiki.genexus.com/commwiki/wiki?14280
Insert	function	https://wiki.genexus.com/commwiki/wiki?6877
Int	function	https://wiki.genexus.com/commwiki/wiki?8418
IsNull	function	https://wiki.genexus.com/commwiki/wiki?2357
Len	function	https://wiki.genexus.com/commwiki/wiki?8436
Link	function	https://wiki.genexus.com/commwiki/wiki?8444
Lower	function	https://wiki.genexus.com/commwiki/wiki?8464
LTrim	function	https://wiki.genexus.com/commwiki/wiki?8423
Minute	function	https://wiki.genexus.com/commwiki/wiki?8416
Mod	function	https://wiki.genexus.com/commwiki/wiki?13641
Month	function	https://wiki.genexus.com/commwiki/wiki?8379
NewLine	function	https://wiki.genexus.com/commwiki/wiki?8469
Now	function	https://wiki.genexus.com/commwiki/wiki?8335
Null	function	https://wiki.genexus.com/commwiki/wiki?8421
Nullvalue	function	https://wiki.genexus.com/commwiki/wiki?8226
OpenDocument	function	https://wiki.genexus.com/commwiki/wiki?8473
PadL	function	https://wiki.genexus.com/commwiki/wiki?8475
Padl	function	https://wiki.genexus.com/commwiki/wiki?8475
PadR	function	https://wiki.genexus.com/commwiki/wiki?8476
PathToURL	function	https://wiki.genexus.com/commwiki/wiki?9563
Previous	function	https://wiki.genexus.com/commwiki/wiki?8477
PrintDocument	function	https://wiki.genexus.com/commwiki/wiki?8474
Random	function	https://wiki.genexus.com/commwiki/wiki?8479
RemoteAddr	function	https://wiki.genexus.com/commwiki/wiki?8484
RGB	function	https://wiki.genexus.com/commwiki/wiki?8347
Round	function	https://wiki.genexus.com/commwiki/wiki?8486
RoundToEven	function	https://wiki.genexus.com/commwiki/wiki?12728
Rows	function	https://wiki.genexus.com/commwiki/wiki?8351
RSeed	function	https://wiki.genexus.com/commwiki/wiki?8481
RTrim	function	https://wiki.genexus.com/commwiki/wiki?8425
Second	function	https://wiki.genexus.com/commwiki/wiki?8417
ServerDate	function	https://wiki.genexus.com/commwiki/wiki?8490
ServerNow	function	https://wiki.genexus.com/commwiki/wiki?8491
ServerTime	function	https://wiki.genexus.com/commwiki/wiki?8492
SetCookie	function	https://wiki.genexus.com/commwiki/wiki?6878
SetLanguage	function	https://wiki.genexus.com/commwiki/wiki?18757
SetTheme	function	https://wiki.genexus.com/commwiki/wiki?41978
Shell	function	https://wiki.genexus.com/commwiki/wiki?8502
Sleep	function	https://wiki.genexus.com/commwiki/wiki?8075
Space	function	https://wiki.genexus.com/commwiki/wiki?8503
Standard	function	https://wiki.genexus.com/commwiki/wiki?8565
Str	function	https://wiki.genexus.com/commwiki/wiki?7474
StrReplace	function	https://wiki.genexus.com/commwiki/wiki?8505
StrSearch	function	https://wiki.genexus.com/commwiki/wiki?8529
StrSearchRev	function	https://wiki.genexus.com/commwiki/wiki?8507
Substr	function	https://wiki.genexus.com/commwiki/wiki?8527
Sysdate	function	https://wiki.genexus.com/commwiki/wiki?8493
Systime	function	https://wiki.genexus.com/commwiki/wiki?8494
TAdd	function	https://wiki.genexus.com/commwiki/wiki?8512
TDiff	function	https://wiki.genexus.com/commwiki/wiki?8513
Time	function	https://wiki.genexus.com/commwiki/wiki?8470
ToBase64	function	https://wiki.genexus.com/commwiki/wiki?34449
Today	function	https://wiki.genexus.com/commwiki/wiki?8334
ToFormattedString	function	https://wiki.genexus.com/commwiki/wiki?8515
Trim	function	https://wiki.genexus.com/commwiki/wiki?8424
Trunc	function	https://wiki.genexus.com/commwiki/wiki?8488
TtoC	function	https://wiki.genexus.com/commwiki/wiki?8361
Upper	function	https://wiki.genexus.com/commwiki/wiki?8466
UrlDecode	function	https://wiki.genexus.com/commwiki/wiki?57664
UrlEncode	function	https://wiki.genexus.com/commwiki/wiki?57781
UserId	function	https://wiki.genexus.com/commwiki/wiki?8518
Userid	function	https://wiki.genexus.com/commwiki/wiki?8518
USERID	function	https://wiki.genexus.com/commwiki/wiki?8518
Val	function	https://wiki.genexus.com/commwiki/wiki?8528
WrkSt	function	https://wiki.genexus.com/commwiki/wiki?8520
XSLTApply	function	https://wiki.genexus.com/commwiki/wiki?12749
Year	function	https://wiki.genexus.com/commwiki/wiki?8380
YMDHMStoT	function	https://wiki.genexus.com/commwiki/wiki?7626
YmdHmstoT	function	https://wiki.genexus.com/commwiki/wiki?7626
YMDtoD	function	https://wiki.genexus.com/commwiki/wiki?7627
Add	method	https://wiki.genexus.com/commwiki/wiki?8657
AddAuthentication	method	https://wiki.genexus.com/commwiki/wiki?7091
AddBeaconProximityAlert	method	https://wiki.genexus.com/commwiki/wiki?27054
AddBeaconProximityAlerts	method	https://wiki.genexus.com/commwiki/wiki?27055
AddContact	method	https://wiki.genexus.com/commwiki/wiki?31276
AddCustomTimeValidationClaim	method	https://wiki.genexus.com/commwiki/wiki?43983
AddDays	method	https://wiki.genexus.com/commwiki/wiki?8313
AddElement	method	https://wiki.genexus.com/commwiki/wiki?60618
AddFile	method	https://wiki.genexus.com/commwiki/wiki?7046
AddHeader	method	https://wiki.genexus.com/commwiki/wiki?7064
AddHeaderParameter	method	https://wiki.genexus.com/commwiki/wiki?43983
AddHours	method	https://wiki.genexus.com/commwiki/wiki?19209
AddIDToRevocationList	method	https://wiki.genexus.com/commwiki/wiki?43986
AddItem	method	https://wiki.genexus.com/commwiki/wiki?8668
AddLines	method	https://wiki.genexus.com/commwiki/wiki?10123
AddMilliseconds	method	https://wiki.genexus.com/commwiki/wiki?39524
AddMinutes	method	https://wiki.genexus.com/commwiki/wiki?19205
AddMonths	method	https://wiki.genexus.com/commwiki/wiki?12674
AddPermission	method	https://wiki.genexus.com/commwiki/wiki?20583
AddProxyAuthentication	method	https://wiki.genexus.com/commwiki/wiki?7749
AddPublicClaim	method	https://wiki.genexus.com/commwiki/wiki?43983
AddRange	method	https://wiki.genexus.com/commwiki/wiki?57654
AddRegisteredClaim	method	https://wiki.genexus.com/commwiki/wiki?43983
AddRevocationList	method	https://wiki.genexus.com/commwiki/wiki?43983
AddSchema	method	https://wiki.genexus.com/commwiki/wiki?7073
AddSeconds	method	https://wiki.genexus.com/commwiki/wiki?12676
AddString	method	https://wiki.genexus.com/commwiki/wiki?7063
AddVariable	method	https://wiki.genexus.com/commwiki/wiki?7078
AddYears	method	https://wiki.genexus.com/commwiki/wiki?12673
Age	method	https://wiki.genexus.com/commwiki/wiki?12687
Analyze	method	https://wiki.genexus.com/commwiki/wiki?42971
Append	method	https://wiki.genexus.com/commwiki/wiki?6971
Apply	method	https://wiki.genexus.com/commwiki/wiki?48101
AppStateChanged	method	https://wiki.genexus.com/commwiki/wiki?42056
Area	method	https://wiki.genexus.com/commwiki/wiki?59377
Authenticate	method	https://wiki.genexus.com/commwiki/wiki?39252
Backup	method	https://wiki.genexus.com/commwiki/wiki?45171
Base64UrlToBase64	method	https://wiki.genexus.com/commwiki/wiki?55420
BeforeNavigate	method	https://wiki.genexus.com/commwiki/wiki?36384
Calculate	method	https://wiki.genexus.com/commwiki/wiki?44268
Call	method	https://wiki.genexus.com/commwiki/wiki?16224
Cell	method	https://wiki.genexus.com/commwiki/wiki?46037
Cells	method	https://wiki.genexus.com/commwiki/wiki?6957
ChangeFolder	method	https://wiki.genexus.com/commwiki/wiki?6962
CharAt	method	https://wiki.genexus.com/commwiki/wiki?53716
ChooseFile	method	https://wiki.genexus.com/commwiki/wiki?44917
Clear	method	https://wiki.genexus.com/commwiki/wiki?8665
ClearBeaconProximityAlerts	method	https://wiki.genexus.com/commwiki/wiki?27058
ClearProximityAlerts	method	https://wiki.genexus.com/commwiki/wiki?25190
Close	method	https://wiki.genexus.com/commwiki/wiki?7093
Compress	method	https://wiki.genexus.com/commwiki/wiki?60620
Connect	method	https://wiki.genexus.com/commwiki/wiki?7086
Contains	method	https://wiki.genexus.com/commwiki/wiki?53708
ControlValueChanged	method	https://wiki.genexus.com/commwiki/wiki?59365
ControlValueChanging	method	https://wiki.genexus.com/commwiki/wiki?59365
Convert	method	https://wiki.genexus.com/commwiki/wiki?9918
Copy	method	https://wiki.genexus.com/commwiki/wiki?46092
CreateRepositoryFromPackage	method	https://wiki.genexus.com/commwiki/wiki?20328
Crop	method	https://wiki.genexus.com/commwiki/wiki?39415
CurrentMinusSeconds	method	https://wiki.genexus.com/commwiki/wiki?43986
CurrentOffset	method	https://wiki.genexus.com/commwiki/wiki?21917
CurrentPlusSeconds	method	https://wiki.genexus.com/commwiki/wiki?43986
CustomActionEvent	method	https://wiki.genexus.com/commwiki/wiki?30041
Day	method	https://wiki.genexus.com/commwiki/wiki?12646
DayOfWeek	method	https://wiki.genexus.com/commwiki/wiki?12657
Debug	method	https://wiki.genexus.com/commwiki/wiki?37872
Decompress	method	https://wiki.genexus.com/commwiki/wiki?60620
Delete	method	https://wiki.genexus.com/commwiki/wiki?6014
DeleteColumn	method	https://wiki.genexus.com/commwiki/wiki?46041
DeleteFlowTriggers	method	https://wiki.genexus.com/commwiki/wiki?41314
DeleteFromRevocationList	method	https://wiki.genexus.com/commwiki/wiki?43986
DeletePermission	method	https://wiki.genexus.com/commwiki/wiki?20590
DeletePermissionById	method	https://wiki.genexus.com/commwiki/wiki?20583
DeleteRevocationList	method	https://wiki.genexus.com/commwiki/wiki?43983
Deselect	method	https://wiki.genexus.com/commwiki/wiki?36235
Destroy	method	https://wiki.genexus.com/commwiki/wiki?6813
Difference	method	https://wiki.genexus.com/commwiki/wiki?12677
Disconnect	method	https://wiki.genexus.com/commwiki/wiki?7101
Distance	method	https://wiki.genexus.com/commwiki/wiki?59381
DoAEADDecrypt	method	https://wiki.genexus.com/commwiki/wiki?42681
DoAEADEncrypt	method	https://wiki.genexus.com/commwiki/wiki?42681
DoDecrypt	method	https://wiki.genexus.com/commwiki/wiki?42681
DoEncrypt	method	https://wiki.genexus.com/commwiki/wiki?42681
DoEncryptFile	method	https://wiki.genexus.com/commwiki/wiki?42681
DoGenerateArgon2	method	https://wiki.genexus.com/commwiki/wiki?42690
DoGenerateBcrypt	method	https://wiki.genexus.com/commwiki/wiki?42690
DoGenerateDefaultBcrypt	method	https://wiki.genexus.com/commwiki/wiki?42690
DoGenerateDefaultSCrypt	method	https://wiki.genexus.com/commwiki/wiki?42690
DoGenerateHashBasedKey	method	https://wiki.genexus.com/commwiki/wiki?42683
DoGenerateIV	method	https://wiki.genexus.com/commwiki/wiki?42683
DoGenerateKey	method	https://wiki.genexus.com/commwiki/wiki?42683
DoGenerateNonce	method	https://wiki.genexus.com/commwiki/wiki?42683
DoGenerateSCrypt	method	https://wiki.genexus.com/commwiki/wiki?42690
DoSign	method	https://wiki.genexus.com/commwiki/wiki?42687
DoSignFile	method	https://wiki.genexus.com/commwiki/wiki?42687
DoVerify	method	https://wiki.genexus.com/commwiki/wiki?42687
DoVerifyFile	method	https://wiki.genexus.com/commwiki/wiki?42687
DoVerifyFileWithPublicKey	method	https://wiki.genexus.com/commwiki/wiki?42687
DoVerifyWithPublicKey	method	https://wiki.genexus.com/commwiki/wiki?42687
Download	method	https://wiki.genexus.com/commwiki/wiki?32087
Drag	method	https://wiki.genexus.com/commwiki/wiki?5579
DrawGeography	method	https://wiki.genexus.com/commwiki/wiki?47024
DrawGeoLine	method	https://wiki.genexus.com/commwiki/wiki?47026
Drop	method	https://wiki.genexus.com/commwiki/wiki?5579
Elements	method	https://wiki.genexus.com/commwiki/wiki?9918
Empty	method	https://wiki.genexus.com/commwiki/wiki?46094
EndOfMonth	method	https://wiki.genexus.com/commwiki/wiki?12656
EndsWith	method	https://wiki.genexus.com/commwiki/wiki?53711
EnumerationDescription	method	https://wiki.genexus.com/commwiki/wiki?9918
Error	method	https://wiki.genexus.com/commwiki/wiki?37872
Evaluate	method	https://wiki.genexus.com/commwiki/wiki?6631
Execute	method	https://wiki.genexus.com/commwiki/wiki?7047
ExistsAttribute	method	https://wiki.genexus.com/commwiki/wiki?7062
Fatal	method	https://wiki.genexus.com/commwiki/wiki?37872
Fetch	method	https://wiki.genexus.com/commwiki/wiki?48101
FirstPage	method	https://wiki.genexus.com/commwiki/wiki?8768
FlipHorizontally	method	https://wiki.genexus.com/commwiki/wiki?39415
FlipVertically	method	https://wiki.genexus.com/commwiki/wiki?39415
FromBase64String	method	https://wiki.genexus.com/commwiki/wiki?6915
FromGeoJSON	method	https://wiki.genexus.com/commwiki/wiki?59777
FromHexa	method	https://wiki.genexus.com/commwiki/wiki?42675
FromImage	method	https://wiki.genexus.com/commwiki/wiki?7697
FromJson	method	https://wiki.genexus.com/commwiki/wiki?37809
FromJsonFile	method	https://wiki.genexus.com/commwiki/wiki?24070
FromJwks	method	https://wiki.genexus.com/commwiki/wiki?54578
FromString	method	https://wiki.genexus.com/commwiki/wiki?12694
FromTimeZone	method	https://wiki.genexus.com/commwiki/wiki?21916
FromURL	method	https://wiki.genexus.com/commwiki/wiki?9644
FromWkt	method	https://wiki.genexus.com/commwiki/wiki?18900
FromXml	method	https://wiki.genexus.com/commwiki/wiki?8788
Generate	method	https://wiki.genexus.com/commwiki/wiki?43986
Get	method	https://wiki.genexus.com/commwiki/wiki?6812
GetAbsoluteName	method	https://wiki.genexus.com/commwiki/wiki?6567
GetAliveSessionCount	method	https://wiki.genexus.com/commwiki/wiki?34397
GetAllContacts	method	https://wiki.genexus.com/commwiki/wiki?31276
GetAllPermissions	method	https://wiki.genexus.com/commwiki/wiki?20585
GetAnnotations	method	https://wiki.genexus.com/commwiki/wiki?45373
GetAttribute	method	https://wiki.genexus.com/commwiki/wiki?6886
GetAttributeByIndex	method	https://wiki.genexus.com/commwiki/wiki?7081
GetAttributeByName	method	https://wiki.genexus.com/commwiki/wiki?7082
GetAttributeLocalName	method	https://wiki.genexus.com/commwiki/wiki?2712
GetAttributeName	method	https://wiki.genexus.com/commwiki/wiki?2712
GetAttributePrefix	method	https://wiki.genexus.com/commwiki/wiki?2712
GetAttributeURI	method	https://wiki.genexus.com/commwiki/wiki?2712
GetBeaconProximityAlerts	method	https://wiki.genexus.com/commwiki/wiki?27056
GetBeaconRegionState	method	https://wiki.genexus.com/commwiki/wiki?27065
GetBeaconsInRange	method	https://wiki.genexus.com/commwiki/wiki?27062
GetConnections	method	https://wiki.genexus.com/commwiki/wiki?19245
GetCurrentDate	method	https://wiki.genexus.com/commwiki/wiki?43986
GetCurrentProximityAlert	method	https://wiki.genexus.com/commwiki/wiki?25189
GetDirectories	method	https://wiki.genexus.com/commwiki/wiki?6567
GetDirectory	method	https://wiki.genexus.com/commwiki/wiki?32087
GetEnviromentVariables	method	https://wiki.genexus.com/commwiki/wiki?33076
GetEnvironmentVariable	method	https://wiki.genexus.com/commwiki/wiki?33076
GetFiles	method	https://wiki.genexus.com/commwiki/wiki?6567
GetFlowTriggers	method	https://wiki.genexus.com/commwiki/wiki?41314
GetHeader	method	https://wiki.genexus.com/commwiki/wiki?7061
GetInternalURI	method	https://wiki.genexus.com/commwiki/wiki?52480
GetLastErrCode	method	https://wiki.genexus.com/commwiki/wiki?4606
GetLastErrDescription	method	https://wiki.genexus.com/commwiki/wiki?4606
GetLastModified	method	https://wiki.genexus.com/commwiki/wiki?6915
GetLength	method	https://wiki.genexus.com/commwiki/wiki?6915
GetMyLocation	method	https://wiki.genexus.com/commwiki/wiki?25164
GetName	method	https://wiki.genexus.com/commwiki/wiki?6567
GetNextUID	method	https://wiki.genexus.com/commwiki/wiki?7045
GetOldValue	method	https://wiki.genexus.com/commwiki/wiki?12734
